"Id","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","Class"
"1",23.7332285488588,"entrepreneur","single","tertiary","no",17576.6003137091,"yes","yes","cellular",15.0601148253409,"may",36.0084285931845,0.575536527869001,-39.3146517789986,-0.240120371353348,"unknown","1"
"2",57.3471902807071,"blue-collar","married","primary","no",1207.41731582138,"yes","no","unknown",30.9945524108305,"may",33.6879527602301,-0.0848353403126358,-81.2625340964489,1.03701066602241,"unknown","1"
"3",36.4765290799558,"blue-collar","married","primary","no",541.078541793984,"no","no","cellular",24.3571588427046,"jul",436.824928662494,1.64142876331962,31.6013650258952,-0.414730089763379,"unknown","1"
"4",40.5953900958591,"blue-collar","married","primary","no",529.838129369155,"yes","no","cellular",17.936105484924,"apr",301.884264214017,2.97608684765257,171.282155098406,9.94642836165239,"other","1"
"5",44.8437488975674,"blue-collar","married","secondary","no",180.0683137541,"yes","no","cellular",10.4007227564687,"may",429.946241887771,0.934835201454361,-81.2979200482181,0.998903442027529,"unknown","1"
"6",38.2529609497603,"blue-collar","married","primary","no",452.838856337942,"yes","no","cellular",23.5525956698692,"jul",287.755181582001,3.8788269421101,-31.576209803772,-1.90451602323686,"unknown","1"
"7",46.5235749151465,"blue-collar","divorced","primary","no",4957.59963164882,"no","no","unknown",13.6183726695646,"jun",447.347489450891,2.47625329989945,2.51374508519159,0.572163149826567,"unknown","1"
"8",32.8438926902518,"management","single","tertiary","no",-1724.5248206755,"yes","no","cellular",4.73591366532816,"may",249.441660141453,-0.679406324439398,382.706102511603,3.3813063575732,"failure","1"
"9",39.1733033987162,"self-employed","married","secondary","no",-2724.62992152595,"no","no","cellular",29.904393712779,"apr",196.619606104053,2.92020098725474,223.85341469836,0.304775904050965,"success","1"
"10",62.3333429870381,"retired","married","primary","no",-2151.79874019311,"yes","no","cellular",5.19610491035779,"feb",-23.2437212435486,0.246566948042276,224.787535198348,5.27369008309143,"failure","1"
"11",53.1652332757045,"admin.","single","secondary","no",353.831115054352,"no","no","cellular",7.0168380421577,"dec",1169.41984330829,1.28521780059293,116.119976059284,-0.0209379069853448,"success","1"
"12",28.0371518998584,"management","single","tertiary","no",3652.90596267743,"yes","no","unknown",3.67124140210173,"jun",351.171818063519,0.439779038186596,-5.73204715977913,-1.29212127001569,"unknown","1"
"13",25.9166453746442,"services","divorced","secondary","no",-829.22204509992,"yes","no","cellular",26.6270341611468,"jul",498.070677317898,0.8880330115571,54.5833478701354,0.0924495369726796,"unknown","1"
"14",32.4902201848244,"entrepreneur","single","secondary","no",-1878.74751749406,"yes","yes","cellular",7.24103428762501,"may",102.382797684151,-0.301592127008021,-85.4180540411322,0.323643345515623,"unknown","1"
"15",53.494047391151,"management","married","tertiary","no",447.903372487206,"yes","yes","unknown",2.04313827805809,"jun",35.0655960362119,1.23648908921124,745.814573384656,1.61047227114938,"failure","1"
"16",57.5882665717494,"retired","single","secondary","no",2306.18500031158,"no","yes","cellular",2.85936535082868,"feb",-75.8136653216049,5.83325111532138,222.07845208923,4.08130856216234,"failure","1"
"17",28.7151122867592,"blue-collar","married","secondary","no",-29.7876668427793,"yes","no","cellular",16.9440721460501,"apr",386.042255083613,1.49922343780427,-18.1396138520969,-0.289810469274023,"unknown","1"
"18",59.325678922833,"housemaid","married","secondary","no",1390.37925353605,"no","no","cellular",27.4935386233109,"aug",123.668146455183,1.58294932290993,-19.1736229413864,0.459131218604993,"unknown","1"
"19",39.5081078074735,"management","married","tertiary","no",1369.92385757495,"no","yes","cellular",28.9304993494823,"aug",18.1787697831531,0.361859482496869,15.1892625938223,0.0920217110902044,"unknown","1"
"20",41.0826895935489,"services","married","secondary","no",4007.25239362746,"no","no","cellular",22.3604467195319,"aug",40.9829390907683,5.99371174615388,40.2007781452592,0.148744234948715,"unknown","1"
"21",35.3920298201428,"management","married","tertiary","no",6574.56758271267,"no","no","cellular",17.424853784366,"nov",252.807659737286,3.30038223400533,-30.6585704473613,0.124195131950754,"unknown","1"
"22",45.1893859908936,"entrepreneur","married","secondary","no",-1188.91621726765,"no","no","unknown",17.2391995943215,"may",454.945215001869,2.11895537450023,-10.832984681485,0.847499902465839,"unknown","1"
"23",32.9576185753423,"technician","married","secondary","no",5043.22593864117,"yes","no","cellular",5.39033813289163,"sep",483.596504048767,2.97526361285695,162.089663763882,2.03457824337451,"failure","1"
"24",57.7230575226427,"services","single","primary","no",2815.65709625739,"yes","no","telephone",17.8078506142214,"may",247.557220652377,2.02230586279161,-5.97610797629185,-0.736323649648951,"unknown","1"
"25",51.5464745848793,"management","married","tertiary","no",8161.73680756598,"no","no","cellular",-0.454384023318067,"aug",143.923813240565,0.250327071976016,26.9371794340531,-0.918820913559125,"unknown","1"
"26",62.3601415534721,"blue-collar","married","secondary","no",2026.41288057285,"yes","no","cellular",12.7063671820445,"jul",246.718703424549,2.37099699125269,-9.88432862072808,-0.215622525206803,"unknown","1"
"27",35.527369199852,"blue-collar","married","primary","no",-1061.71859271975,"yes","no","unknown",12.9548010411679,"may",249.15962112249,5.18875418243992,56.0271588059936,-0.252260682012011,"unknown","1"
"28",55.403013719781,"services","married","secondary","no",2147.36800629432,"yes","no","unknown",9.9101833802882,"may",277.62603687113,4.39166775276365,-94.6057174866227,0.853789553883077,"unknown","1"
"29",42.2567962708243,"technician","married","secondary","no",1245.32005366186,"yes","no","unknown",25.7144173288336,"may",-103.857730115589,0.467779638176954,-45.3753077889511,0.202109977670275,"unknown","1"
"30",29.7141324789027,"blue-collar","married","primary","no",-496.533121365305,"no","no","unknown",22.1956852591792,"sep",-32.5419053777704,2.96547398143717,-61.4379361131479,-7.56654281580079e-05,"unknown","1"
"31",34.8167731963317,"services","married","secondary","no",150.375823934135,"no","no","unknown",26.2706319500303,"jun",572.794321897829,2.2591443660758,20.4507102277689,0.00917889129570228,"unknown","1"
"32",39.2649599612962,"blue-collar","married","secondary","no",-217.225476794131,"yes","yes","cellular",-0.139829717465289,"feb",270.329374152709,1.00192777029102,187.809255895903,1.90113193184185,"failure","1"
"33",30.2436179030595,"services","married","secondary","no",1157.2138544525,"yes","no","unknown",18.8724432824396,"may",166.753010086414,2.31668531698151,27.5252021252004,-0.952756752297522,"unknown","1"
"34",41.146771254407,"management","married","tertiary","no",4516.03810121402,"yes","no","cellular",3.18762123865001,"aug",94.6985893441749,1.80389336356418,-14.0621077288371,-1.65310477581027,"unknown","1"
"35",46.7949669412786,"blue-collar","married","primary","no",2507.52542958028,"yes","no","unknown",9.71326132041111,"may",96.3185121317436,-1.51258066572111,-16.1373300562469,0.585512958786258,"unknown","1"
"36",40.3642088944232,"technician","single","secondary","no",5.12511435277253,"yes","no","cellular",29.6346757413108,"may",97.5912747346101,1.76322540845211,30.9738281181365,-0.812000947530141,"unknown","1"
"37",23.8487566627135,"services","single","secondary","no",-590.685553046685,"yes","no","cellular",-3.70738165856786,"may",-52.816474224143,4.73572212931437,-29.0272675845484,-0.332709250335465,"unknown","1"
"38",37.9085877978799,"blue-collar","married","primary","no",2754.40354025498,"yes","no","cellular",15.1815926405028,"apr",84.549137719052,3.2736449483836,-30.3829125183071,-0.678457628786499,"unknown","1"
"39",32.2774482081341,"technician","single","secondary","no",1210.57706196123,"no","no","cellular",24.2086807355029,"aug",194.04901391159,5.36211608750482,20.7829716001796,1.69630967186724,"unknown","1"
"40",41.9924556372178,"services","married","secondary","no",4600.52614139373,"yes","no","unknown",15.6754276661276,"may",601.3689145454,-0.156020550763758,-5.68961482691555,0.69790712849117,"unknown","1"
"41",44.5678782041301,"management","single","primary","no",-232.42696562299,"no","no","telephone",31.5667141835661,"jul",174.651696334844,5.21680966505551,-96.8146630235309,-0.268172900516572,"unknown","1"
"42",51.1265237561356,"technician","married","secondary","no",3107.07708249888,"yes","no","cellular",18.1642014961771,"nov",72.5777689614471,4.23194614504042,-23.0180058868232,0.514114043509392,"unknown","1"
"43",36.2952082545382,"technician","single","secondary","no",734.315086813207,"no","yes","unknown",21.5589789954759,"jun",440.890173960955,3.70387403771192,-43.6211563641434,-0.360620907028325,"unknown","1"
"44",33.7261812324261,"unemployed","single","secondary","yes",-1517.71868478213,"yes","no","unknown",29.660469218414,"may",-37.0104667908128,-1.03026266858527,13.8135628164295,-0.653170531647568,"unknown","1"
"45",42.3723726951098,"technician","married","secondary","no",96.1923343268779,"yes","no","cellular",2.76320286223663,"jun",52.1428756837846,0.935425744382735,-32.4516624376815,-0.538708496499948,"unknown","1"
"46",46.1063446188161,"management","married","tertiary","no",1898.53406535436,"yes","no","unknown",21.1003634024852,"may",110.887247677838,5.24955534964505,0.973924393431725,-0.371359933670279,"unknown","1"
"47",43.0825913459655,"admin.","divorced","tertiary","no",859.485876608837,"yes","no","unknown",-1.93685128428293,"may",252.990637091913,-0.105777439527715,19.6415032757436,-0.432478272939363,"unknown","1"
"48",31.2525266584017,"admin.","single","secondary","no",5356.92420782666,"yes","no","cellular",22.7369627843684,"nov",78.6301765997924,-2.12783644699419,-41.3962493995477,0.620140497923116,"unknown","1"
"49",32.3991883839136,"management","single","tertiary","no",3310.85245386635,"yes","yes","unknown",30.6861472139005,"may",294.683493470483,1.52181556865483,-32.2918543933898,1.200431712026,"unknown","1"
"50",50.078402990696,"management","married","tertiary","no",904.185498107612,"no","no","cellular",4.57029463015091,"aug",573.576050151528,1.86324701744545,50.1177833178447,5.53962459947621,"other","1"
"51",37.6926718155876,"management","married","tertiary","no",1575.60305163071,"yes","no","cellular",9.8427510104232,"aug",104.161674228233,5.28948483690519,-33.1671995782473,1.17772882013382,"unknown","1"
"52",43.2274480563421,"technician","married","secondary","no",336.348370472968,"yes","no","cellular",0.205075889796698,"jun",192.509317450124,-0.461687184413601,-32.2081248950245,-0.747974055291203,"unknown","1"
"53",38.071039943979,"management","single","tertiary","no",296.335423718251,"no","no","cellular",5.62021853137713,"feb",197.458121180327,2.29082240631855,-96.6295870069865,-0.71953228559123,"unknown","1"
"54",36.4572063964061,"blue-collar","single","secondary","no",-289.167215199658,"yes","yes","unknown",5.40152382270302,"may",256.755448973903,2.62771460097787,-14.0214796587763,-1.42140442071234,"unknown","1"
"55",41.0527517598893,"management","married","tertiary","no",8780.47732254296,"yes","no","cellular",16.988462396653,"aug",332.669235420839,6.3007371535766,37.1675070988943,1.00591699526496,"unknown","1"
"56",41.5000759430273,"management","single","tertiary","no",11302.7324184064,"no","no","cellular",6.40960886637085,"may",73.4717608059811,1.21473105061553,-27.3496811322968,-0.0738093175092769,"unknown","1"
"57",51.0971047703832,"admin.","married","secondary","no",1403.75902231607,"yes","no","cellular",34.0945259873179,"jan",32.7963606663062,2.52823801415799,426.68859971115,1.0934461313619,"other","1"
"58",35.7154726542783,"management","married","secondary","no",4719.07470332679,"yes","no","cellular",20.9957751753683,"apr",149.114942496821,1.9410580992888,7.67692026607417,0.530987695181531,"unknown","1"
"59",28.5406815570428,"blue-collar","married","secondary","no",23.7358670184377,"yes","yes","unknown",23.3562597964025,"may",439.903071473839,0.38135352864438,-47.2190913000604,-0.250774082768158,"unknown","1"
"60",35.6898235879375,"admin.","married","tertiary","no",-788.582397883516,"no","no","cellular",3.54634067425958,"feb",81.47401548726,2.94995732252506,87.1904412897744,0.333608978447526,"unknown","1"
"61",37.4894668888156,"services","married","secondary","no",4632.80090693093,"yes","no","telephone",10.4975423727467,"nov",290.489516947633,3.52928788386426,50.9647971406764,-0.760984858794237,"unknown","1"
"62",48.2120698158584,"blue-collar","married","primary","no",2304.44335693635,"no","no","cellular",5.79628537551447,"aug",103.681889060917,7.39734298041766,-10.4232807021878,-0.588808464993439,"unknown","1"
"63",30.1568978945653,"admin.","single","secondary","no",2584.06726583039,"no","no","telephone",26.9332610227257,"nov",120.404928572373,5.9983862485061,95.6131310231014,3.32604864126846,"other","1"
"64",45.4700468560286,"blue-collar","married","primary","no",1278.1435452617,"yes","no","unknown",4.00043014433256,"jun",88.7124396722795,1.79284880078795,-41.5664664658343,0.354207211045976,"unknown","1"
"65",33.1317522435008,"blue-collar","married","secondary","no",-980.252513340105,"no","yes","telephone",9.80609458411844,"jul",423.441559618717,-0.118525469348373,90.936489020387,1.10062341697336,"unknown","1"
"66",44.0271466377954,"technician","single","secondary","no",1424.48334022637,"no","no","cellular",22.3387213253442,"jul",277.199488164567,0.866643385235442,-16.5348117906351,0.829931834159378,"unknown","1"
"67",41.6056231503138,"blue-collar","married","primary","no",2618.81991553291,"no","yes","cellular",27.0916137041653,"aug",91.7362725280796,12.4071860291797,-7.90878507500521,0.311333395518048,"unknown","1"
"68",40.731717341769,"self-employed","married","secondary","no",940.38946183904,"yes","yes","cellular",5.43228738405756,"may",395.492267233286,4.4341975405621,271.41730654181,0.856782199125924,"failure","1"
"69",39.5101068435016,"blue-collar","married","primary","no",1240.66071247329,"yes","yes","unknown",16.9903728570304,"may",245.336668060381,7.34187049071869,-9.04949692053888,-0.0941963549089374,"unknown","1"
"70",39.0284578465812,"self-employed","married","primary","no",932.867792697157,"yes","no","cellular",9.82452694719191,"may",316.619862087157,0.851053015356796,214.450353665719,24.1857083581076,"other","1"
"71",34.4882801516116,"technician","married","secondary","no",837.795511247121,"yes","no","unknown",20.6475254749131,"may",-58.4902946814724,1.50694624174696,-11.1922624110793,-1.59563867267125,"unknown","1"
"72",28.3887148226794,"technician","single","tertiary","no",-491.083388664801,"no","no","telephone",27.8992081646947,"aug",100.378063572502,3.30573191903705,-1.35390629455517,0.311276658192765,"unknown","1"
"73",27.6469690497123,"admin.","married","tertiary","no",-256.470791514964,"yes","no","unknown",5.30288887879458,"may",117.497116948806,2.9290713632019,50.0947283386954,0.193039076454338,"unknown","1"
"74",29.8517951262558,"student","single","secondary","no",2016.26786493034,"no","no","cellular",4.69529804042228,"feb",379.707352991977,1.52842295623523,0.611609402745697,0.746866992666711,"unknown","1"
"75",29.0143422561403,"blue-collar","married","secondary","no",2518.501531349,"yes","no","unknown",13.961116807827,"jun",231.71488233392,4.01990979454013,-50.0212242759415,-0.417303129615852,"unknown","1"
"76",39.5321872729118,"management","single","tertiary","no",-159.513759535144,"yes","no","cellular",12.8372255864798,"nov",233.481944593688,3.67581006108083,-9.44508980104328,0.160123449880622,"unknown","1"
"77",36.2093602507666,"management","divorced","secondary","no",-1210.91744916195,"no","no","cellular",16.2271222473816,"nov",-59.0807328586317,5.75600806650075,-32.8598988875075,-1.26796347640427,"unknown","1"
"78",45.2536900254297,"blue-collar","married","secondary","no",6835.66938849214,"yes","no","unknown",16.6357116137887,"may",282.354769195668,0.895307269700542,24.382586565638,-0.226174120912822,"unknown","1"
"79",28.6428222685977,"management","married","tertiary","no",2105.67999937734,"no","no","unknown",7.92652244052792,"may",299.780939454861,-0.537912876746141,-36.676535865812,-0.567136665613502,"unknown","1"
"80",24.8850186934674,"blue-collar","single","primary","no",-836.14009674523,"yes","no","unknown",16.3219095499945,"may",37.772150833266,5.08248243419123,-22.3122123244508,0.898135574565451,"unknown","1"
"81",54.2559974202795,"technician","married","secondary","no",2648.76428841562,"no","yes","cellular",14.0280882104944,"aug",-33.457126473305,0.636884829578393,18.5182727683298,0.426571085164806,"unknown","1"
"82",21.668781578859,"blue-collar","married","secondary","no",2987.46774808723,"no","no","cellular",26.0079124919121,"apr",128.710844334965,1.19994520362069,-42.1996194058609,0.519976078736725,"unknown","1"
"83",35.325207312724,"unemployed","single","secondary","no",-131.112990180057,"no","no","telephone",25.8703967261847,"apr",111.222469536902,2.27821088059415,72.283883833409,0.0962603064051124,"unknown","1"
"84",23.5026804916862,"blue-collar","married","primary","no",-716.384161321284,"no","no","unknown",16.2075723482667,"sep",87.1503140202184,3.2254853920286,4.19822179048449,-0.64586000876733,"unknown","1"
"85",32.4265788775107,"blue-collar","married","secondary","no",-717.579011956361,"yes","yes","unknown",6.59230964557132,"jun",410.494805397664,3.22526247373458,4.6685645502357,-0.797593790981691,"unknown","1"
"86",42.1620475774708,"services","married","tertiary","no",-395.719417392864,"yes","no","unknown",3.01240288755837,"jun",97.2597291497923,8.08870790676117,22.9806423913844,1.16086605899592,"unknown","1"
"87",26.0925427277174,"blue-collar","married","secondary","no",3079.48265331139,"yes","no","cellular",17.647679327693,"apr",465.255686446293,0.798541084992757,11.6215781197622,-0.141228251352336,"unknown","1"
"88",39.9995362048673,"blue-collar","married","secondary","no",644.531621681857,"yes","no","cellular",10.6037856890286,"may",515.547361031199,0.722465721417725,15.0483477171815,0.191937554853586,"unknown","1"
"89",42.1335683249099,"blue-collar","married","primary","no",-2701.63214047683,"yes","no","unknown",17.45419084719,"may",23.6884246443834,9.48222704456157,8.21518508265205,0.51376926093805,"unknown","1"
"90",53.0385998796868,"entrepreneur","married","secondary","no",3.01811301415501,"yes","no","telephone",31.8756510655316,"jul",344.395977059531,-0.300416941580329,0.775750651188494,-1.21951624465386,"unknown","1"
"91",67.0848892804284,"unknown","married","unknown","no",789.8582855031,"no","no","cellular",5.68079575134353,"jan",176.769597398664,1.94480953844829,80.7612812451141,-0.393784659733835,"unknown","1"
"92",48.6898409013451,"entrepreneur","divorced","tertiary","no",1888.41080914594,"yes","yes","unknown",8.50707326787465,"jun",135.027075497144,3.91941357071863,51.3776469965709,-1.10245149479373,"unknown","1"
"93",59.6823146810539,"retired","married","secondary","no",12315.6303329146,"no","no","cellular",23.193641724594,"nov",341.40601397437,3.1589613945525,-48.0622955228348,0.833155188413826,"unknown","1"
"94",45.6214473464599,"blue-collar","divorced","primary","no",181.381500209889,"yes","no","unknown",-1.57989349238832,"jun",63.5474272973988,2.74680534745656,14.8839678128505,1.7607005856455,"unknown","1"
"95",46.6702753970697,"blue-collar","married","primary","no",-609.442765421284,"no","no","telephone",27.7098930952862,"jul",209.949106330872,3.84799473724489,-34.2404993264298,0.187916702151229,"unknown","1"
"96",50.9332870202923,"blue-collar","married","primary","no",-492.543517889932,"no","no","cellular",16.000613785,"aug",111.561147960139,5.76122601498695,-53.7959373978344,1.50122072461879,"unknown","1"
"97",22.943927054832,"blue-collar","married","primary","no",-1204.26449179105,"yes","yes","telephone",16.1914462819963,"jul",84.6042579687167,0.718311462358619,-34.8470912808564,-0.108214620893793,"unknown","1"
"98",42.4405650865977,"management","single","tertiary","no",2112.90995556059,"no","no","cellular",8.63207868479537,"jul",328.721725442962,0.682018881077159,3.84069301260198,-0.685114726508252,"unknown","1"
"99",40.4009634007848,"technician","married","tertiary","no",-932.744035706751,"no","no","cellular",18.254322202176,"aug",151.402869420065,0.407602952488216,10.84901865087,-0.205023142857601,"unknown","1"
"100",42.3774994451,"entrepreneur","married","tertiary","no",-402.442749272991,"yes","yes","unknown",1.3648668582213,"may",592.86003800611,1.26462778038019,20.6648627523875,0.182829051718354,"unknown","1"
